subject,Question,Option A,Option B,Option C,Option D,Answer,Year,Explaination
CRK,Paul's first missionary companion was,Peter,Barnabas,Silas,Timothy,B,1990,Acts 1323 says Paul and Barnabas were sent out together.
CRK,On the 4th day of creation God made,light,firmament,sun moon and stars,plants,C,1991,"Genesis 11419 says God created the sun, moon, and stars on the fourth day."
CRK,The first man created by God was,Abraham,Moses,Adam,Noah,C,1991,Genesis 27 records Adam as the first man.
CRK,The first woman created by God was,Sarah,Eve,Rachel,Rebecca,B,1991,Genesis 222 says Eve was formed from Adam's rib.
CRK,The first sin committed by man was,murder,disobedience,lying,stealing,B,1991,Genesis 36 records Adam and Eve disobeying God by eating the forbidden fruit.
CRK,The first murderer in the Bible was,Cain,Abel,Esau,Ishmael,A,1991,Genesis 48 says Cain killed Abel.
CRK,The ark was built by,Abraham,Moses,Noah,Jacob,C,1991,Genesis 614 records Noah building the ark.
CRK,The tower of Babel was built to,worship God,reach heaven,store food,honour Nimrod,B,1991,Genesis 114 says men built it to reach heaven.
CRK,The covenant of circumcision was given to,Moses,Abraham,Isaac,Jacob,B,1991,Genesis 171011 records God's covenant with Abraham.
CRK,The Ten Commandments were given to,Abraham,Isaac,Jacob,Moses,D,1991,Exodus 20 records God giving the commandments to Moses.
CRK,The first king of Israel was,David,Saul,Solomon,Jeroboam,B,1991,1 Samuel 101 records Saul as Israel's first king.
CRK,David killed Goliath with,a sword,a spear,a sling and stone,an arrow,C,1991,1 Samuel 1749 says David struck Goliath with a sling and stone.
CRK,Solomon built the temple in,Jerusalem,Bethel,Shiloh,Nazareth,A,1991,1 Kings 61 records Solomon building the temple in Jerusalem.
CRK,Elijah was taken to heaven by,a whirlwind,a chariot of fire,an angel,a cloud,B,1991,2 Kings 211 says Elijah was taken up by a chariot of fire.
CRK,The prophet who confronted Ahab over Naboth's vineyard was,Elisha,Elijah,Isaiah,Jeremiah,B,1991,1 Kings 211719 records Elijah confronting Ahab.
CRK,The prophet who said 'Here am I send me' was,Jeremiah,Isaiah,Ezekiel,Daniel,B,1991,Isaiah 68 records Isaiah's response to God's call.
CRK,The prophet who saw dry bones come alive was,Isaiah,Jeremiah,Ezekiel,Daniel,C,1991,Ezekiel 37 records the vision of dry bones.
CRK,The prophet who said 'The just shall live by faith' was,Isaiah,Jeremiah,Habakkuk,Daniel,C,1991,Habakkuk 24 says the righteous shall live by faith.
CRK,Jesus was baptized by,Peter,John the Baptist,James,Andrew,B,1991,Matthew 31316 says John baptized Jesus in the Jordan.
CRK,Jesus turned water into wine at,Jerusalem,Nazareth,Cana,Bethlehem,C,1991,John 2111 records the miracle at Cana.
CRK,Jesus fed 5000 people with,five loaves and two fish,seven loaves and two fish,five loaves and five fish,seven loaves and five fish,A,1991,Matthew 141721 records five loaves and two fish.
CRK,The man who carried Jesus' cross was,Peter,John,Simon of Cyrene,Joseph of Arimathea,C,1991,Luke 2326 says Simon of Cyrene carried the cross.
CRK,The inscription on Jesus' cross was,Jesus the Prophet,Jesus the Messiah,Jesus of Nazareth King of the Jews,Jesus the Son of God,C,1991,John 1919 records Pilate's inscription.
CRK,The first Christian martyr was,Peter,Stephen,James,Paul,B,1991,Acts 759 records Stephen as the first martyr.
CRK,The day of Pentecost is associated with,Jesus' resurrection,Holy Spirit's descent,Paul's conversion,Jesus' ascension,B,1991,Acts 214 records the Holy Spirit descending at Pentecost.
CRK,Paul and Silas prayed and sang hymns in prison at,Philippi,Corinth,Ephesus,Athens,A,1991,Acts 1625 records Paul and Silas praying and singing at Philippi.
CRK,The first Gentile convert recorded was,Cornelius,Timothy,Barnabas,Silas,A,1991,Acts 10148 records Cornelius as the first Gentile convert.
CRK,The Jerusalem Council decided Gentiles should not,eat food offered to idols,be circumcised,eat blood,eat strangled animals,B,1991,Acts 152829 shows circumcision was not required for Gentiles.
CRK,Paul was shipwrecked on the island of,Cyprus,Malta,Crete,Patmos,B,1991,Acts 281 records Paul shipwrecked on Malta.
CRK,Paul wrote most of his letters to,Gentile churches,Jewish synagogues,Roman governors,Greek philosophers,A,1991,Paul's epistles were mainly addressed to Gentile congregations.
CRK,The last book of the New Testament is,Hebrews,Revelation,Acts,Romans,B,1991,Revelation is the final book of the New Testament.
CRK,The vision of the valley of dry bones was given to,Isaiah,Jeremiah,Ezekiel,Daniel,C,1991,Ezekiel 37 records the vision of dry bones.
CRK,The prophet who saw the Lord high and lifted up was,Isaiah,Jeremiah,Ezekiel,Daniel,A,1991,Isaiah 61 records Isaiah's vision of God's throne.
CRK,Paul's first missionary companion was,Peter,Barnabas,Silas,Timothy,B,1991,Acts 1323 says Paul and Barnabas were sent out together.
CRK,On the 5th day of creation God made,light,firmament,fish and birds,plants,C,1992,Genesis 12023 says God created fish and birds on the fifth day.
CRK,The first man created by God was,Abraham,Moses,Adam,Noah,C,1992,Genesis 27 records Adam as the first man.
CRK,The first woman created by God was,Sarah,Eve,Rachel,Rebecca,B,1992,Genesis 222 says Eve was formed from Adam's rib.
CRK,The first sin committed by man was,murder,disobedience,lying,stealing,B,1992,Genesis 36 records Adam and Eve disobeying God by eating the forbidden fruit.
CRK,The first murderer in the Bible was,Cain,Abel,Esau,Ishmael,A,1992,Genesis 48 says Cain killed Abel.
CRK,The ark was built by,Abraham,Moses,Noah,Jacob,C,1992,Genesis 614 records Noah building the ark.
CRK,The tower of Babel was built to,worship God,reach heaven,store food,honour Nimrod,B,1992,Genesis 114 says men built it to reach heaven.
CRK,The covenant of circumcision was given to,Moses,Abraham,Isaac,Jacob,B,1992,Genesis 171011 records God's covenant with Abraham.
CRK,The Ten Commandments were given to,Abraham,Isaac,Jacob,Moses,D,1992,Exodus 20 records God giving the commandments to Moses.
CRK,The first king of Israel was,David,Saul,Solomon,Jeroboam,B,1992,1 Samuel 101 records Saul as Israel's first king.
CRK,David killed Goliath with,a sword,a spear,a sling and stone,an arrow,C,1992,1 Samuel 1749 says David struck Goliath with a sling and stone.
CRK,Solomon built the temple in,Jerusalem,Bethel,Shiloh,Nazareth,A,1992,1 Kings 61 records Solomon building the temple in Jerusalem.
CRK,Elijah was taken to heaven by,a whirlwind,a chariot of fire,an angel,a cloud,B,1992,2 Kings 211 says Elijah was taken up by a chariot of fire.
CRK,The prophet who confronted Ahab over Naboth's vineyard was,Elisha,Elijah,Isaiah,Jeremiah,B,1992,1 Kings 211719 records Elijah confronting Ahab.
CRK,The prophet who said 'Here am I send me' was,Jeremiah,Isaiah,Ezekiel,Daniel,B,1992,Isaiah 68 records Isaiah's response to God's call.
CRK,The prophet who saw dry bones come alive was,Isaiah,Jeremiah,Ezekiel,Daniel,C,1992,Ezekiel 37 records the vision of dry bones.
CRK,The prophet who said 'The just shall live by faith' was,Isaiah,Jeremiah,Habakkuk,Daniel,C,1992,Habakkuk 24 says the righteous shall live by faith.
CRK,Jesus was baptized by,Peter,John the Baptist,James,Andrew,B,1992,Matthew 31316 says John baptized Jesus in the Jordan.
CRK,Jesus turned water into wine at,Jerusalem,Nazareth,Cana,Bethlehem,C,1992,John 2111 records the miracle at Cana.
CRK,Jesus fed 5000 people with,five loaves and two fish,seven loaves and two fish,five loaves and five fish,seven loaves and five fish,A,1992,Matthew 141721 records five loaves and two fish.
CRK,The man who carried Jesus' cross was,Peter,John,Simon of Cyrene,Joseph of Arimathea,C,1992,Luke 2326 says Simon of Cyrene carried the cross.
CRK,The inscription on Jesus' cross was,Jesus the Prophet,Jesus the Messiah,Jesus of Nazareth King of the Jews,Jesus the Son of God,C,1992,John 1919 records Pilate's inscription.
CRK,The first Christian martyr was,Peter,Stephen,James,Paul,B,1992,Acts 759 records Stephen as the first martyr.
CRK,The day of Pentecost is associated with,Jesus' resurrection,Holy Spirit's descent,Paul's conversion,Jesus' ascension,B,1992,Acts 214 records the Holy Spirit descending at Pentecost.
CRK,Paul and Silas prayed and sang hymns in prison at,Philippi,Corinth,Ephesus,Athens,A,1992,Acts 1625 records Paul and Silas praying and singing at Philippi.
CRK,The first Gentile convert recorded was,Cornelius,Timothy,Barnabas,Silas,A,1992,Acts 10148 records Cornelius as the first Gentile convert.
CRK,The Jerusalem Council decided Gentiles should not,eat food offered to idols,be circumcised,eat blood,eat strangled animals,B,1992,Acts 152829 shows circumcision was not required for Gentiles.
CRK,Paul was shipwrecked on the island of,Cyprus,Malta,Crete,Patmos,B,1992,Acts 281 records Paul shipwrecked on Malta.
CRK,Paul wrote most of his letters to,Gentile churches,Jewish synagogues,Roman governors,Greek philosophers,A,1992,Paul's epistles were mainly addressed to Gentile congregations.
CRK,The last book of the New Testament is,Hebrews,Revelation,Acts,Romans,B,1992,Revelation is the final book of the New Testament.
CRK,The vision of the valley of dry bones was given to,Isaiah,Jeremiah,Ezekiel,Daniel,C,1992,Ezekiel 37 records the vision of dry bones.
CRK,The prophet who saw the Lord high and lifted up was,Isaiah,Jeremiah,Ezekiel,Daniel,A,1992,Isaiah 61 records Isaiah's vision of God's throne.
CRK,Paul's first missionary companion was,Peter,Barnabas,Silas,Timothy,B,1992,Acts 1323 says Paul and Barnabas were sent out together.
CRK,On the 6th day of creation God made,light,firmament,man and animals,plants,C,1993,Genesis 12631 says man and animals were created on the sixth day.
CRK,The first man created by God was,Abraham,Moses,Adam,Noah,C,1993,Genesis 27 records Adam as the first man.
CRK,The first woman created by God was,Sarah,Eve,Rachel,Rebecca,B,1993,Genesis 222 says Eve was formed from Adam's rib.
CRK,The first sin committed by man was,murder,disobedience,lying,stealing,B,1993,Genesis 36 records Adam and Eve disobeying God by eating the forbidden fruit.
CRK,The first murderer in the Bible was,Cain,Abel,Esau,Ishmael,A,1993,Genesis 48 says Cain killed Abel.
CRK,The ark was built by,Abraham,Moses,Noah,Jacob,C,1993,Genesis 614 records Noah building the ark.
CRK,The tower of Babel was built to,worship God,reach heaven,store food,honour Nimrod,B,1993,Genesis 114 says men built it to reach heaven.
CRK,The covenant of circumcision was given to,Moses,Abraham,Isaac,Jacob,B,1993,Genesis 171011 records God's covenant with Abraham.
CRK,The Ten Commandments were given to,Abraham,Isaac,Jacob,Moses,D,1993,Exodus 20 records God giving the commandments to Moses.
CRK,The first king of Israel was,David,Saul,Solomon,Jeroboam,B,1993,1 Samuel 101 records Saul as Israel's first king.
CRK,David killed Goliath with,a sword,a spear,a sling and stone,an arrow,C,1993,1 Samuel 1749 says David struck Goliath with a sling and stone.
CRK,Solomon built the temple in,Jerusalem,Bethel,Shiloh,Nazareth,A,1993,1 Kings 61 records Solomon building the temple in Jerusalem.
CRK,Elijah was taken to heaven by,a whirlwind,a chariot of fire,an angel,a cloud,B,1993,2 Kings 211 says Elijah was taken up by a chariot of fire.
CRK,The prophet who confronted Ahab over Naboth's vineyard was,Elisha,Elijah,Isaiah,Jeremiah,B,1993,1 Kings 211719 records Elijah confronting Ahab.
CRK,The prophet who said 'Here am I send me' was,Jeremiah,Isaiah,Ezekiel,Daniel,B,1993,Isaiah 68 records Isaiah's response to God's call.
CRK,The prophet who saw dry bones come alive was,Isaiah,Jeremiah,Ezekiel,Daniel,C,1993,Ezekiel 37 records the vision of dry bones.
CRK,The prophet who said 'The just shall live by faith' was,Isaiah,Jeremiah,Habakkuk,Daniel,C,1993,Habakkuk 24 says the righteous shall live by faith.
CRK,Jesus was baptized by,Peter,John the Baptist,James,Andrew,B,1993,Matthew 31316 says John baptized Jesus in the Jordan.
CRK,Jesus turned water into wine at,Jerusalem,Nazareth,Cana,Bethlehem,C,1993,John 2111 records the miracle at Cana.
CRK,Jesus fed 5000 people with,five loaves and two fish,seven loaves and two fish,five loaves and five fish,seven loaves and five fish,A,1993,Matthew 141721 records five loaves and two fish.
CRK,The man who carried Jesus' cross was,Peter,John,Simon of Cyrene,Joseph of Arimathea,C,1993,Luke 2326 says Simon of Cyrene carried the cross.
CRK,The inscription on Jesus' cross was,Jesus the Prophet,Jesus the Messiah,Jesus of Nazareth King of the Jews,Jesus the Son of God,C,1993,John 1919 records Pilate's inscription.
CRK,The first Christian martyr was,Peter,Stephen,James,Paul,B,1993,Acts 759 records Stephen as the first martyr.
CRK,The day of Pentecost is associated with,Jesus' resurrection,Holy Spirit's descent,Paul's conversion,Jesus' ascension,B,1993,Acts 214 records the Holy Spirit descending at Pentecost.
CRK,Paul and Silas prayed and sang hymns in prison at,Philippi,Corinth,Ephesus,Athens,A,1993,Acts 1625 records Paul and Silas praying and singing at Philippi.
CRK,The first Gentile convert recorded was,Cornelius,Timothy,Barnabas,Silas,A,1993,Acts 10148 records Cornelius as the first Gentile convert.
CRK,The Jerusalem Council decided Gentiles should not,eat food offered to idols,be circumcised,eat blood,eat strangled animals,B,1993,Acts 152829 shows circumcision was not required for Gentiles.
CRK,Paul was shipwrecked on the island of,Cyprus,Malta,Crete,Patmos,B,1993,Acts 281 records Paul shipwrecked on Malta.
CRK,Paul wrote most of his letters to,Gentile churches,Jewish synagogues,Roman governors,Greek philosophers,A,1993,Paul's epistles were mainly addressed to Gentile congregations.
CRK,The last book of the New Testament is,Hebrews,Revelation,Acts,Romans,B,1993,Revelation is the final book of the New Testament.
CRK,The vision of the valley of dry bones was given to,Isaiah,Jeremiah,Ezekiel,Daniel,C,1993,Ezekiel 37 records the vision of dry bones.
CRK,The prophet who saw the Lord high and lifted up was,Isaiah,Jeremiah,Ezekiel,Daniel,A,1993,Isaiah 61 records Isaiah's vision of God's throne.
CRK,Paul's first missionary companion was,Peter,Barnabas,Silas,Timothy,B,1993,Acts 1323 says Paul and Barnabas were sent out together.
CRK,On the 7th day of creation God,created man,rested,made animals,made plants,B,1994,Genesis 22 says God rested on the seventh day.
CRK,The first man created by God was,Abraham,Moses,Adam,Noah,C,1994,Genesis 27 records Adam as the first man.
CRK,The first woman created by God was,Sarah,Eve,Rachel,Rebecca,B,1994,Genesis 222 says Eve was formed from Adam's rib.
CRK,The first sin committed by man was,murder,disobedience,lying,stealing,B,1994,Genesis 36 records Adam and Eve disobeying God by eating the forbidden fruit.
CRK,The first murderer in the Bible was,Cain,Abel,Esau,Ishmael,A,1994,Genesis 48 says Cain killed Abel.
CRK,The ark was built by,Abraham,Moses,Noah,Jacob,C,1994,Genesis 614 records Noah building the ark.
CRK,The tower of Babel was built to,worship God,reach heaven,store food,honour Nimrod,B,1994,Genesis 114 says men built it to reach heaven.
CRK,The covenant of circumcision was given to,Moses,Abraham,Isaac,Jacob,B,1994,Genesis 171011 records God's covenant with Abraham.
CRK,The Ten Commandments were given to,Abraham,Isaac,Jacob,Moses,D,1994,Exodus 20 records God giving the commandments to Moses.
CRK,The first king of Israel was,David,Saul,Solomon,Jeroboam,B,1994,1 Samuel 101 records Saul as Israel's first king.
CRK,David killed Goliath with,a sword,a spear,a sling and stone,an arrow,C,1994,1 Samuel 1749 says David struck Goliath with a sling and stone.
CRK,Solomon built the temple in,Jerusalem,Bethel,Shiloh,Nazareth,A,1994,1 Kings 61 records Solomon building the temple in Jerusalem.
CRK,Elijah was taken to heaven by,a whirlwind,a chariot of fire,an angel,a cloud,B,1994,2 Kings 211 says Elijah was taken up by a chariot of fire.
